lam    median_flux   err    ngals
      3163.50    0.0173542    0.0153414      14.0000
      3164.00    0.0115196    0.0123662      16.0000
      3164.50   0.00231148   0.00919992      16.0000
      3165.00   0.00191455   0.00424199      16.0000
      3165.50 -0.000701910   0.00516836      16.0000
      3166.00 -0.000804617   0.00706209      17.0000
      3166.50   0.00332546   0.00812056      17.0000
      3167.00  -0.00248263   0.00514225      17.0000
      3167.50    0.0158604   0.00873104      17.0000
      3168.00    0.0104024    0.0135525      17.0000
      3168.50 -9.25553e-05   0.00599285      19.0000
      3169.00   0.00110080   0.00915681      19.0000
      3169.50  0.000602299   0.00429835      19.0000
      3170.00   0.00892368    0.0102778      19.0000
      3170.50   0.00833932   0.00969827      19.0000
      3171.00   0.00691082   0.00543736      19.0000
      3171.50    0.0159848   0.00953619      20.0000
      3172.00 -0.000776834   0.00563699      20.0000
      3172.50 -0.000333142   0.00440868      20.0000
      3173.00   0.00119700   0.00409856      20.0000
      3173.50  0.000903924   0.00497663      21.0000
      3174.00  0.000107912   0.00437256      21.0000
      3174.50   0.00647058   0.00386116      22.0000
      3175.00   0.00404248   0.00342790      22.0000
      3175.50   0.00361377   0.00508186      22.0000
      3176.00   0.00152435   0.00264504      22.0000
      3176.50   0.00293709   0.00450067      22.0000
      3177.00   0.00571253   0.00398573      22.0000
      3177.50    0.0111545   0.00766405      23.0000
      3178.00   0.00682332   0.00565766      23.0000
      3178.50   0.00345184    0.0109422      23.0000
      3179.00   0.00979050   0.00502770      24.0000
      3179.50   0.00436311   0.00525899      24.0000
      3180.00   0.00351625   0.00497716      24.0000
      3180.50  -0.00121545   0.00389796      24.0000
      3181.00  -0.00454491   0.00362792      24.0000
      3181.50  -0.00102760   0.00395226      24.0000
      3182.00 -0.000922664   0.00398652      24.0000
      3182.50   0.00703661   0.00439824      24.0000
      3183.00   0.00801866   0.00463777      24.0000
      3183.50   0.00313144   0.00326020      24.0000
      3184.00   0.00321991   0.00889018      24.0000
      3184.50   0.00104174   0.00661956      26.0000
      3185.00  -0.00230761   0.00307979      26.0000
      3185.50  0.000556457   0.00539379      28.0000
      3186.00   0.00158414   0.00316242      28.0000
      3186.50   0.00271022   0.00466086      28.0000
      3187.00  0.000383194   0.00446802      28.0000
      3187.50   0.00381345   0.00503697      29.0000
      3188.00   0.00450012   0.00457888      30.0000
      3188.50   0.00304839   0.00392858      32.0000
      3189.00  0.000345507   0.00407517      32.0000
      3189.50   0.00624650   0.00477390      34.0000
      3190.00   0.00465037   0.00280924      34.0000
      3190.50   0.00371958   0.00230783      35.0000
      3191.00      0.00000   0.00228666      36.0000
      3191.50   0.00252621   0.00196075      36.0000
      3192.00   0.00297612   0.00269750      36.0000
      3192.50  3.56824e-05   0.00280604      37.0000
      3193.00   0.00158383   0.00255533      37.0000
      3193.50  0.000958913   0.00223971      37.0000
      3194.00      0.00000   0.00251801      39.0000
      3194.50  -0.00144875   0.00271853      39.0000
      3195.00   0.00138102   0.00200081      40.0000
      3195.50   0.00402280   0.00216361      41.0000
      3196.00   0.00209828   0.00262028      41.0000
      3196.50 -0.000146146   0.00232922      42.0000
      3197.00   0.00350372   0.00450086      43.0000
      3197.50   0.00279506   0.00371745      43.0000
      3198.00   0.00508363   0.00215256      43.0000
      3198.50  0.000744519   0.00346431      43.0000
      3199.00   0.00109030   0.00305967      43.0000
      3199.50   0.00422679   0.00217577      44.0000
      3200.00   0.00115161   0.00168824      44.0000
      3200.50   0.00163509   0.00269306      44.0000
      3201.00 -0.000187349   0.00227605      45.0000
      3201.50  -0.00150796   0.00179441      45.0000
      3202.00  0.000532798   0.00240646      45.0000
      3202.50 -0.000471554   0.00193192      45.0000
      3203.00  -0.00286523   0.00227951      45.0000
      3203.50  0.000805685   0.00189784      45.0000
      3204.00   0.00224261   0.00437821      45.0000
      3204.50 -0.000846307   0.00244694      45.0000
      3205.00 -0.000518200   0.00178473      46.0000
      3205.50   0.00137122   0.00231725      46.0000
      3206.00   0.00349841   0.00405049      46.0000
      3206.50   0.00924134   0.00408609      46.0000
      3207.00   0.00828768   0.00476146      46.0000
      3207.50   0.00394792   0.00261695      46.0000
      3208.00   0.00467445   0.00278781      47.0000
      3208.50 -0.000566605   0.00173981      47.0000
      3209.00  -0.00113119   0.00142478      47.0000
      3209.50  0.000826186   0.00290314      47.0000
      3210.00   0.00472620   0.00285759      48.0000
      3210.50   0.00420177   0.00366717      48.0000
      3211.00   0.00194318   0.00231186      48.0000
      3211.50   0.00105050   0.00139106      49.0000
      3212.00 -2.16216e-05   0.00104532      49.0000
      3212.50   0.00185407   0.00213920      50.0000
      3213.00   0.00206879   0.00199725      51.0000
      3213.50  0.000347411   0.00173066      51.0000
      3214.00  0.000861692   0.00161329      51.0000
      3214.50   0.00157094   0.00133013      52.0000
      3215.00   0.00333606   0.00211879      53.0000
      3215.50  -0.00136830   0.00171724      54.0000
      3216.00  -0.00146064   0.00182883      54.0000
      3216.50 -1.74654e-05   0.00152698      54.0000
      3217.00   0.00250476   0.00161061      54.0000
      3217.50   0.00123036   0.00270553      55.0000
      3218.00   0.00149077   0.00221015      55.0000
      3218.50   0.00154138   0.00142861      57.0000
      3219.00   0.00129272   0.00122814      58.0000
      3219.50   0.00323724   0.00317765      58.0000
      3220.00   0.00129548   0.00261661      58.0000
      3220.50  0.000881082   0.00215960      59.0000
      3221.00 -0.000716195   0.00169239      59.0000
      3221.50  -0.00122361  0.000792891      61.0000
      3222.00  -0.00101911   0.00212800      61.0000
      3222.50 -0.000791619   0.00208426      61.0000
      3223.00  -0.00108884   0.00205865      62.0000
      3223.50   0.00193140   0.00236027      62.0000
      3224.00   0.00371965   0.00186598      62.0000
      3224.50   0.00168508   0.00131116      63.0000
      3225.00   0.00249626   0.00212946      63.0000
      3225.50 -0.000191292   0.00123558      63.0000
      3226.00   0.00162264   0.00129194      64.0000
      3226.50   0.00159427   0.00138078      65.0000
      3227.00   0.00284882   0.00122379      66.0000
      3227.50 -3.85735e-05  0.000829048      67.0000
      3228.00   0.00113820   0.00129764      68.0000
      3228.50   0.00115504   0.00186737      69.0000
      3229.00 -1.17106e-05   0.00118900      69.0000
      3229.50 -0.000187708   0.00103692      69.0000
      3230.00   0.00148748   0.00161960      69.0000
      3230.50   0.00136167   0.00160426      71.0000
      3231.00   0.00176564   0.00118342      71.0000
      3231.50   0.00229991   0.00153448      71.0000
      3232.00   0.00123116   0.00157513      71.0000
      3232.50 -0.000687221   0.00121123      71.0000
      3233.00 -0.000971043   0.00125365      71.0000
      3233.50  0.000197081   0.00142055      72.0000
      3234.00  0.000520346   0.00169242      73.0000
      3234.50 -0.000299304   0.00173691      75.0000
      3235.00      0.00000   0.00150270      75.0000
      3235.50  0.000884043   0.00209273      75.0000
      3236.00   0.00204145   0.00184225      75.0000
      3236.50   0.00198442   0.00228965      75.0000
      3237.00  8.02048e-05   0.00112395      76.0000
      3237.50   0.00150255   0.00130794      76.0000
      3238.00  0.000352906   0.00105585      77.0000
      3238.50 -8.00802e-05   0.00106267      77.0000
      3239.00  0.000320377  0.000906953      77.0000
      3239.50  0.000236864   0.00107057      77.0000
      3240.00 -8.70601e-05   0.00106193      77.0000
      3240.50      0.00000   0.00119561      78.0000
      3241.00   0.00157705   0.00103924      78.0000
      3241.50  0.000283099   0.00142327      78.0000
      3242.00  0.000823917   0.00111295      78.0000
      3242.50   0.00123210   0.00148710      79.0000
      3243.00   0.00189731   0.00132026      79.0000
      3243.50   0.00263813   0.00150653      79.0000
      3244.00   0.00148684   0.00106548      80.0000
      3244.50 -0.000189921   0.00154118      82.0000
      3245.00  0.000174035  0.000797837      82.0000
      3245.50  0.000557602   0.00107285      82.0000
      3246.00   0.00165380   0.00160133      82.0000
      3246.50  0.000822976  0.000798227      82.0000
      3247.00   0.00121678  0.000997034      82.0000
      3247.50   0.00231420   0.00111429      82.0000
      3248.00   0.00322387   0.00128332      82.0000
      3248.50   0.00198458   0.00122983      83.0000
      3249.00  0.000502509  0.000880394      83.0000
      3249.50  0.000854297   0.00108096      84.0000
      3250.00  0.000190573   0.00126457      85.0000
      3250.50   0.00142253  0.000820327      88.0000
      3251.00  0.000527706   0.00130262      88.0000
      3251.50   0.00329865   0.00174652      88.0000
      3252.00   0.00223777   0.00102549      89.0000
      3252.50   0.00115849  0.000804810      90.0000
      3253.00 -7.29630e-05  0.000906186      90.0000
      3253.50  0.000698806  0.000765928      92.0000
      3254.00  0.000429392  0.000678916      95.0000
      3254.50  0.000774179  0.000546546      97.0000
      3255.00  0.000743560  0.000666937      97.0000
      3255.50  0.000109160  0.000485785      98.0000
      3256.00  0.000196894  0.000723503      99.0000
      3256.50 -0.000406659  0.000639971      101.000
      3257.00 -6.90681e-05  0.000412798      101.000
      3257.50   0.00110978  0.000862090      103.000
      3258.00  0.000792008  0.000790727      104.000
      3258.50  0.000840247  0.000795829      104.000
      3259.00  0.000798512  0.000629776      105.000
      3259.50  0.000523817  0.000531911      107.000
      3260.00      0.00000  0.000691841      110.000
      3260.50   0.00189482  0.000756042      110.000
      3261.00   0.00216982  0.000688763      112.000
      3261.50   0.00146526  0.000762093      112.000
      3262.00   0.00106742  0.000621143      114.000
      3262.50  0.000886448  0.000767847      115.000
      3263.00  0.000689431  0.000819102      115.000
      3263.50 -4.62517e-05  0.000463180      116.000
      3264.00  0.000228806  0.000509848      116.000
      3264.50  0.000880771  0.000965007      116.000
      3265.00   0.00131676  0.000830628      116.000
      3265.50  0.000345425  0.000574699      117.000
      3266.00   0.00124954  0.000730674      118.000
      3266.50   0.00122887  0.000647693      118.000
      3267.00  0.000663361  0.000522792      122.000
      3267.50      0.00000  0.000446066      122.000
      3268.00  0.000485461  0.000625761      123.000
      3268.50   0.00122376  0.000823379      123.000
      3269.00  9.66336e-05  0.000565625      123.000
      3269.50 -0.000278479  0.000362323      125.000
      3270.00  0.000278989  0.000705810      126.000
      3270.50 -0.000217662  0.000416448      127.000
      3271.00  0.000626442  0.000464290      128.000
      3271.50  0.000154264  0.000455732      128.000
      3272.00   0.00154442  0.000872918      129.000
      3272.50   0.00121004  0.000826428      130.000
      3273.00  0.000873263  0.000503269      131.000
      3273.50  0.000597119  0.000359815      133.000
      3274.00  0.000377205  0.000469073      133.000
      3274.50  0.000542178  0.000525265      135.000
      3275.00  0.000498162  0.000366459      136.000
      3275.50 -0.000443818  0.000608063      138.000
      3276.00  0.000714401  0.000537991      139.000
      3276.50  0.000608834  0.000520609      143.000
      3277.00  0.000147795  0.000408096      145.000
      3277.50  0.000361887  0.000349685      145.000
      3278.00  0.000572381  0.000408419      146.000
      3278.50  0.000628542  0.000720853      148.000
      3279.00  0.000844174  0.000531613      151.000
      3279.50 -2.78045e-05  0.000347481      152.000
      3280.00  0.000234122  0.000385665      152.000
      3280.50  0.000126119  0.000501376      152.000
      3281.00  0.000528189  0.000483764      154.000
      3281.50  0.000481963  0.000457946      156.000
      3282.00  0.000669227  0.000490175      157.000
      3282.50  0.000347141  0.000372776      159.000
      3283.00  2.05491e-05  0.000491717      160.000
      3283.50  0.000166458  0.000505832      161.000
      3284.00  0.000279080  0.000473393      162.000
      3284.50  0.000236566  0.000383903      164.000
      3285.00  0.000563792  0.000381511      166.000
      3285.50   0.00111081  0.000414815      166.000
      3286.00  0.000700378  0.000491274      166.000
      3286.50  0.000168252  0.000341541      169.000
      3287.00   0.00104834  0.000466751      171.000
      3287.50  0.000753147  0.000461915      171.000
      3288.00      0.00000  0.000462662      171.000
      3288.50 -3.14637e-05  0.000368644      172.000
      3289.00 -0.000197382  0.000364494      173.000
      3289.50  0.000516375  0.000336590      174.000
      3290.00   0.00123830  0.000526105      176.000
      3290.50   0.00117123  0.000429233      178.000
      3291.00  0.000680553  0.000391100      178.000
      3291.50 -0.000219879  0.000377745      179.000
      3292.00  0.000649985  0.000445605      180.000
      3292.50  0.000861603  0.000424349      182.000
      3293.00  0.000700282  0.000534365      183.000
      3293.50  0.000393285  0.000417029      187.000
      3294.00  0.000567729  0.000433039      188.000
      3294.50  0.000495980  0.000330542      190.000
      3295.00  0.000598971  0.000403611      190.000
      3295.50  0.000693929  0.000461640      190.000
      3296.00 -5.69016e-05  0.000325277      193.000
      3296.50  0.000124502  0.000255390      194.000
      3297.00  0.000138309  0.000260789      196.000
      3297.50  0.000196156  0.000454732      199.000
      3298.00  0.000167362  0.000292394      199.000
      3298.50      0.00000  0.000231868      201.000
      3299.00  0.000711284  0.000426158      204.000
      3299.50  0.000990217  0.000383200      205.000
      3300.00  0.000815214  0.000318215      207.000
      3300.50  0.000443472  0.000425328      208.000
      3301.00  0.000640138  0.000391860      209.000
      3301.50  0.000952070  0.000321389      209.000
      3302.00   0.00118395  0.000302218      212.000
      3302.50  0.000747865  0.000373011      214.000
      3303.00  0.000483905  0.000355795      215.000
      3303.50  0.000330835  0.000322257      215.000
      3304.00  0.000154619  0.000342755      217.000
      3304.50  0.000179237  0.000357694      218.000
      3305.00  0.000692476  0.000284244      219.000
      3305.50  0.000742650  0.000382607      222.000
      3306.00  0.000709840  0.000322284      224.000
      3306.50  0.000522950  0.000451105      225.000
      3307.00  0.000859060  0.000382720      225.000
      3307.50  0.000996077  0.000402730      225.000
      3308.00  0.000567126  0.000384763      226.000
      3308.50  0.000473694  0.000313221      227.000
      3309.00  0.000979095  0.000323052      228.000
      3309.50  0.000715481  0.000394800      229.000
      3310.00  0.000575915  0.000222584      231.000
      3310.50  0.000236251  0.000233038      232.000
      3311.00 -6.10861e-05  0.000342649      234.000
      3311.50  0.000412259  0.000282154      237.000
      3312.00  0.000494398  0.000261933      239.000
      3312.50  0.000811447  0.000203344      242.000
      3313.00  0.000953918  0.000337601      244.000
      3313.50  0.000493631  0.000234290      244.000
      3314.00  0.000613349  0.000273322      244.000
      3314.50  0.000466967  0.000261226      244.000
      3315.00  0.000256590  0.000208381      244.000
      3315.50  0.000601213  0.000232918      244.000
      3316.00  0.000437876  0.000313036      245.000
